order,ftol,maxiter,error_mean,error_std,time_mean,time_std
40,0.1,100,0.14616304987856907,0.012819590222448071,0.09070035030347216,0.000524423795840065
40,0.1,100,0.14579969023348657,0.011678085583641893,0.09073523976447352,0.0006420775829166589
40,0.1,100,0.14656248084282855,0.011104043855868351,0.09072630255142727,0.0006202338611649777
40,0.1,100,0.14603899257113562,0.010545668630593145,0.0909180692757725,0.0008080740039880093
40,0.1,100,0.14696821754064934,0.011525247415325969,0.09109588718625257,0.0009329681062147241
40,0.1,100,0.14408510497042004,0.02476940398525872,0.09111247286001044,0.0009611053744831041
40,0.1,100,0.14362311368178016,0.023585571590779043,0.09107852878879352,0.0009297025248321919
40,0.1,100,0.14348178022330954,0.026147324304224135,0.09105723980826459,0.0009119838405666957
40,0.1,100,0.1429681151478698,0.02512952505855516,0.09102844863187477,0.0008872901629249696
40,0.1,300,0.15163707886206135,0.020791998442125308,0.09096251369779368,0.0007163668082865948
40,0.1,300,0.14407106622070853,0.01694256382437732,0.09094166791582682,0.0006958534978561542
40,0.1,300,0.1456017715021214,0.014444217591164295,0.09098564355398517,0.000757151903076929
40,0.1,300,0.14616304987856907,0.012819590222448071,0.09097014992015369,0.0007372651860384469
40,0.1,300,0.14579969023348657,0.011678085583641893,0.0909215980175748,0.0007165330442286222
40,0.1,300,0.14656248084282855,0.011104043855868351,0.09089816571493824,0.0006853525650981477
40,0.1,300,0.14603899257113562,0.010545668630593145,0.0908872773630381,0.0006629522909876351
40,0.1,300,0.14696821754064934,0.011525247415325969,0.09088796956172909,0.0006537278074037441
40,0.1,300,0.14408510497042004,0.02476940398525872,0.09094082050953045,0.0007703319799688506
40,0.1,300,0.14362311368178016,0.023585571590779043,0.09095517015421246,0.0007938469382465566
40,0.1,300,0.14348178022330954,0.026147324304224135,0.09100581925905026,0.0008647677064581654
40,0.1,300,0.1429681151478698,0.02512952505855516,0.09099266888109975,0.0008438833568358545
40,0.01,100,0.010121597506097228,0.003268753692039606,0.18098389539104628,0.006985612799152113
40,0.01,100,0.010583590486011134,0.0033456324364162333,0.18154882276094103,0.0050127140707006985
40,0.01,100,0.011001673762719499,0.0032172790598394238,0.18176210477918267,0.00414067386642164
40,0.01,100,0.011076731771513356,0.0032601176977238083,0.18181167996813913,0.003605836975978521
40,0.01,100,0.011067220571932318,0.0031348546000561396,0.18197693051882538,0.003314540135924926
40,0.01,100,0.011074884739928938,0.0031968464422778018,0.18200226897471042,0.003040704057167788
40,0.01,100,0.011127717157194853,0.003275003790609508,0.18210949786263878,0.0028577835074873204
40,0.01,100,0.011113665009370811,0.003250712349363322,0.18211913334362836,0.003244404926505467
40,0.01,100,0.010929690380401366,0.003382709932482449,0.18066585837916996,0.008575224454387402
40,0.01,100,0.010937433926799554,0.0033611043000078534,0.18085339477801898,0.008162790982848476
40,0.01,100,0.010880443734905008,0.0033752123664057034,0.18052279766595963,0.009042535687979072
40,0.01,100,0.010880136765665793,0.0033650210151484066,0.1806763115855136,0.008679150909037796
40,0.01,300,0.010121597506097228,0.003268753692039606,0.1816693376749754,0.007157597774490367
40,0.01,300,0.010583590486011134,0.0033456324364162333,0.1818580785766244,0.0050922434673020415
40,0.01,300,0.011001673762719499,0.0032172790598394238,0.18200579376883774,0.004191674091084656
40,0.01,300,0.011076731771513356,0.0032601176977238083,0.18202283952093448,0.003648973025773177
40,0.01,300,0.011067220571932318,0.0031348546000561396,0.1820492612624384,0.0032905123767869903
40,0.01,300,0.011074884739928938,0.0031968464422778018,0.18207306117492628,0.00301974257682242
40,0.01,300,0.011127717157194853,0.003275003790609508,0.1820752845785345,0.0028292375800171334
40,0.01,300,0.011113665009370811,0.003250712349363322,0.18200423719125788,0.0031927324826544
40,0.01,300,0.010929690380401366,0.003382709932482449,0.18058654014644535,0.00854428795022404
40,0.01,300,0.010937433926799554,0.0033611043000078534,0.18072079513446393,0.00811911529525877
40,0.01,300,0.010880443734905008,0.0033752123664057034,0.18036055390652664,0.00899738113746098
40,0.01,300,0.010880136765665793,0.0033650210151484066,0.18049619757349653,0.008628925191549817
